"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","ID_4","NAME_4","ID_5","NAME_5","TYPE_5","ENGTYPE_5"
36613,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",1,"Chania",1,"Gituamba","Kata Ndogo","Sub location"
36614,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",1,"Chania",2,"Kairi","Kata Ndogo","Sub location"
36615,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",1,"Chania",3,"Kamwangi","Kata Ndogo","Sub location"
36616,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",1,"Chania",4,"Kanyoni","Kata Ndogo","Sub location"
36617,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",1,"Chania",5,"Kiriko","Kata Ndogo","Sub location"
36618,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",1,"Chania",6,"Makwa","Kata Ndogo","Sub location"
36619,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",1,"Chania",7,"Mataara","Kata Ndogo","Sub location"
36620,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",1,"Chania",8,"Ngorongo","Kata Ndogo","Sub location"
36621,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",2,"Kiganjo",9,"Gachika","Kata Ndogo","Sub location"
36622,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",2,"Kiganjo",10,"Gatitu","Kata Ndogo","Sub location"
36623,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",2,"Kiganjo",11,"Handege","Kata Ndogo","Sub location"
36624,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",2,"Kiganjo",12,"Kiamwangi","Kata Ndogo","Sub location"
36625,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",2,"Kiganjo",13,"Kiamworia","Kata Ndogo","Sub location"
36626,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",2,"Kiganjo",14,"Kiganjo","Kata Ndogo","Sub location"
36627,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",2,"Kiganjo",15,"Mundoro","Kata Ndogo","Sub location"
36628,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",2,"Kiganjo",16,"Nembu","Kata Ndogo","Sub location"
36629,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",2,"Kiganjo",17,"Ritho","Kata Ndogo","Sub location"
36630,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",3,"Mangu",18,"Gatukuyu","Kata Ndogo","Sub location"
36631,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",3,"Mangu",19,"Karuri","Kata Ndogo","Sub location"
36632,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",3,"Mangu",20,"Mangu","Kata Ndogo","Sub location"
36633,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",3,"Mangu",21,"Miteero","Kata Ndogo","Sub location"
36634,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",3,"Mangu",22,"Mukurwe","Kata Ndogo","Sub location"
36635,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",3,"Mangu",23,"Nyamang'ara","Kata Ndogo","Sub location"
36636,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",4,"Ndarugu",24,"Gacharage","Kata Ndogo","Sub location"
36637,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",4,"Ndarugu",25,"Gakoe","Kata Ndogo","Sub location"
36638,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",4,"Ndarugu",26,"Gatei","Kata Ndogo","Sub location"
36639,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",4,"Ndarugu",27,"Gathaite","Kata Ndogo","Sub location"
36640,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",4,"Ndarugu",28,"Gitwe","Kata Ndogo","Sub location"
36641,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",4,"Ndarugu",29,"Kamunyaka","Kata Ndogo","Sub location"
36642,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",4,"Ndarugu",30,"Karatu","Kata Ndogo","Sub location"
36643,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",4,"Ndarugu",31,"Karinga","Kata Ndogo","Sub location"
36644,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",4,"Ndarugu",32,"Kieni","Kata Ndogo","Sub location"
36645,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",4,"Ndarugu",33,"Njahi","Kata Ndogo","Sub location"
36646,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",5,"Ngenda",34,"Gathage","Kata Ndogo","Sub location"
36647,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",5,"Ngenda",35,"Githungucu","Kata Ndogo","Sub location"
36648,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",5,"Ngenda",36,"Ituru","Kata Ndogo","Sub location"
36649,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",5,"Ngenda",37,"Kahunguini","Kata Ndogo","Sub location"
36650,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",5,"Ngenda",38,"Kimunyu","Kata Ndogo","Sub location"
36651,118,"KEN","Kenya",1,"Central",1,"Kiambu",1,"Gatundu",5,"Ngenda",39,"Wamwangi","Kata Ndogo","Sub location"
36652,118,"KEN","Kenya",1,"Central",1,"Kiambu",2,"Githunguri",6,"Githunguri",40,"Giathieko","Kata Ndogo","Sub location"
36653,118,"KEN","Kenya",1,"Central",1,"Kiambu",2,"Githunguri",6,"Githunguri",41,"Githunguri","Kata Ndogo","Sub location"
36654,118,"KEN","Kenya",1,"Central",1,"Kiambu",2,"Githunguri",6,"Githunguri",42,"Kanjai","Kata Ndogo","Sub location"
36655,118,"KEN","Kenya",1,"Central",1,"Kiambu",2,"Githunguri",6,"Githunguri",43,"Kiairia","Kata Ndogo","Sub location"
36656,118,"KEN","Kenya",1,"Central",1,"Kiambu",2,"Githunguri",6,"Githunguri",44,"Kimathi","Kata Ndogo","Sub location"
36657,118,"KEN","Kenya",1,"Central",1,"Kiambu",2,"Githunguri",6,"Githunguri",45,"Nyaga","Kata Ndogo","Sub location"
36658,118,"KEN","Kenya",1,"Central",1,"Kiambu",2,"Githunguri",7,"Ikinu",46,"Gathangari","Kata Ndogo","Sub location"
36659,118,"KEN","Kenya",1,"Central",1,"Kiambu",2,"Githunguri",7,"Ikinu",47,"Githiga","Kata Ndogo","Sub location"
36660,118,"KEN","Kenya",1,"Central",1,"Kiambu",2,"Githunguri",7,"Ikinu",48,"Gitiha","Kata Ndogo","Sub location"
36661,118,"KEN","Kenya",1,"Central",1,"Kiambu",2,"Githunguri",7,"Ikinu",49,"Ikinu","Kata Ndogo","Sub location"
36662,118,"KEN","Kenya",1,"Central",1,"Kiambu",2,"Githunguri",7,"Ikinu",50,"Riuki","Kata Ndogo","Sub location"
36663,118,"KEN","Kenya",1,"Central",1,"Kiambu",2,"Githunguri",8,"Komothai",51,"Gathugu","Kata Ndogo","Sub location"
36664,118,"KEN","Kenya",1,"Central",1,"Kiambu",2,"Githunguri",8,"Komothai",52,"Kiambururu","Kata Ndogo","Sub location"
36665,118,"KEN","Kenya",1,"Central",1,"Kiambu",2,"Githunguri",8,"Komothai",53,"Kibichoi","Kata Ndogo","Sub location"
36666,118,"KEN","Kenya",1,"Central",1,"Kiambu",2,"Githunguri",8,"Komothai",54,"Kiratina","Kata Ndogo","Sub location"
36667,118,"KEN","Kenya",1,"Central",1,"Kiambu",2,"Githunguri",8,"Komothai",55,"Mbari-Ya-Igi","Kata Ndogo","Sub location"
36668,118,"KEN","Kenya",1,"Central",1,"Kiambu",2,"Githunguri",8,"Komothai",56,"Thuita","Kata Ndogo","Sub location"
36669,118,"KEN","Kenya",1,"Central",1,"Kiambu",3,"Kiambaa",9,"Kiambaa",57,"Gathanga","Kata Ndogo","Sub location"
36670,118,"KEN","Kenya",1,"Central",1,"Kiambu",3,"Kiambaa",9,"Kiambaa",58,"Kanunga","Kata Ndogo","Sub location"
36671,118,"KEN","Kenya",1,"Central",1,"Kiambu",3,"Kiambaa",9,"Kiambaa",59,"Karuri","Kata Ndogo","Sub location"
36672,118,"KEN","Kenya",1,"Central",1,"Kiambu",3,"Kiambaa",9,"Kiambaa",60,"Kiambaa","Kata Ndogo","Sub location"
36673,118,"KEN","Kenya",1,"Central",1,"Kiambu",3,"Kiambaa",9,"Kiambaa",61,"Muchatha","Kata Ndogo","Sub location"
36674,118,"KEN","Kenya",1,"Central",1,"Kiambu",3,"Kiambaa",10,"Kiambaas/Area",62,"Anmer","Kata Ndogo","Sub location"
36675,118,"KEN","Kenya",1,"Central",1,"Kiambu",3,"Kiambaa",10,"Kiambaas/Area",63,"Cianda","Kata Ndogo","Sub location"
36676,118,"KEN","Kenya",1,"Central",1,"Kiambu",3,"Kiambaa",10,"Kiambaas/Area",64,"Kiambu Township","Kata Ndogo","Sub location"
36677,118,"KEN","Kenya",1,"Central",1,"Kiambu",3,"Kiambaa",10,"Kiambaas/Area",65,"Thimbigua","Kata Ndogo","Sub location"
36678,118,"KEN","Kenya",1,"Central",1,"Kiambu",3,"Kiambaa",11,"Kihara",66,"Karura","Kata Ndogo","Sub location"
36679,118,"KEN","Kenya",1,"Central",1,"Kiambu",3,"Kiambaa",11,"Kihara",67,"Kihara","Kata Ndogo","Sub location"
36680,118,"KEN","Kenya",1,"Central",1,"Kiambu",3,"Kiambaa",11,"Kihara",68,"Ruaka","Kata Ndogo","Sub location"
36681,118,"KEN","Kenya",1,"Central",1,"Kiambu",3,"Kiambaa",12,"Ndumberi",69,"Ndumberi","Kata Ndogo","Sub location"
36682,118,"KEN","Kenya",1,"Central",1,"Kiambu",3,"Kiambaa",12,"Ndumberi",70,"Riabai","Kata Ndogo","Sub location"
36683,118,"KEN","Kenya",1,"Central",1,"Kiambu",3,"Kiambaa",12,"Ndumberi",71,"Ting'ang'a","Kata Ndogo","Sub location"
36684,118,"KEN","Kenya",1,"Central",1,"Kiambu",4,"Kikuyu",13,"Kabete",72,"Chura","Kata Ndogo","Sub location"
36685,118,"KEN","Kenya",1,"Central",1,"Kiambu",4,"Kikuyu",13,"Kabete",73,"Kibichiku","Kata Ndogo","Sub location"
36686,118,"KEN","Kenya",1,"Central",1,"Kiambu",4,"Kikuyu",13,"Kabete",74,"Lower Kabete","Kata Ndogo","Sub location"
36687,118,"KEN","Kenya",1,"Central",1,"Kiambu",4,"Kikuyu",13,"Kabete",75,"Ruku","Kata Ndogo","Sub location"
36688,118,"KEN","Kenya",1,"Central",1,"Kiambu",4,"Kikuyu",14,"Karai",76,"Gikambura","Kata Ndogo","Sub location"
36689,118,"KEN","Kenya",1,"Central",1,"Kiambu",4,"Kikuyu",14,"Karai",77,"Karai","Kata Ndogo","Sub location"
36690,118,"KEN","Kenya",1,"Central",1,"Kiambu",4,"Kikuyu",14,"Karai",78,"Lusigeti","Kata Ndogo","Sub location"
36691,118,"KEN","Kenya",1,"Central",1,"Kiambu",4,"Kikuyu",14,"Karai",79,"Nachu","Kata Ndogo","Sub location"
36692,118,"KEN","Kenya",1,"Central",1,"Kiambu",4,"Kikuyu",14,"Karai",80,"Renguti","Kata Ndogo","Sub location"
36693,118,"KEN","Kenya",1,"Central",1,"Kiambu",4,"Kikuyu",15,"Kikuyu",81,"Kari","Kata Ndogo","Sub location"
36694,118,"KEN","Kenya",1,"Central",1,"Kiambu",4,"Kikuyu",15,"Kikuyu",82,"Kerwa","Kata Ndogo","Sub location"
36695,118,"KEN","Kenya",1,"Central",1,"Kiambu",4,"Kikuyu",15,"Kikuyu",83,"Kikuyu Township","Kata Ndogo","Sub location"
36696,118,"KEN","Kenya",1,"Central",1,"Kiambu",4,"Kikuyu",15,"Kikuyu",84,"Sigona","Kata Ndogo","Sub location"
36697,118,"KEN","Kenya",1,"Central",1,"Kiambu",4,"Kikuyu",16,"Kinoo",85,"Kinoo","Kata Ndogo","Sub location"
36698,118,"KEN","Kenya",1,"Central",1,"Kiambu",4,"Kikuyu",16,"Kinoo",86,"Thogoto","Kata Ndogo","Sub location"
36699,118,"KEN","Kenya",1,"Central",1,"Kiambu",4,"Kikuyu",16,"Kinoo",87,"Uthiru","Kata Ndogo","Sub location"
36700,118,"KEN","Kenya",1,"Central",1,"Kiambu",4,"Kikuyu",17,"Muguga",88,"Gitaru","Kata Ndogo","Sub location"
36701,118,"KEN","Kenya",1,"Central",1,"Kiambu",4,"Kikuyu",17,"Muguga",89,"Kahuho","Kata Ndogo","Sub location"
36702,118,"KEN","Kenya",1,"Central",1,"Kiambu",4,"Kikuyu",17,"Muguga",90,"Kanyariri","Kata Ndogo","Sub location"
36703,118,"KEN","Kenya",1,"Central",1,"Kiambu",4,"Kikuyu",17,"Muguga",91,"Muguga","Kata Ndogo","Sub location"
36704,118,"KEN","Kenya",1,"Central",1,"Kiambu",4,"Kikuyu",18,"Nyathuna",92,"Gathiga","Kata Ndogo","Sub location"
36705,118,"KEN","Kenya",1,"Central",1,"Kiambu",4,"Kikuyu",18,"Nyathuna",93,"Karura","Kata Ndogo","Sub location"
36706,118,"KEN","Kenya",1,"Central",1,"Kiambu",4,"Kikuyu",18,"Nyathuna",94,"Kirangari","Kata Ndogo","Sub location"
36707,118,"KEN","Kenya",1,"Central",1,"Kiambu",4,"Kikuyu",18,"Nyathuna",95,"Nyathuna","Kata Ndogo","Sub location"
36708,118,"KEN","Kenya",1,"Central",1,"Kiambu",5,"Lari",19,"Gatamaiyu",96,"Gachoire","Kata Ndogo","Sub location"
36709,118,"KEN","Kenya",1,"Central",1,"Kiambu",5,"Lari",19,"Gatamaiyu",97,"Kagaa","Kata Ndogo","Sub location"
36710,118,"KEN","Kenya",1,"Central",1,"Kiambu",5,"Lari",19,"Gatamaiyu",98,"Kagwe","Kata Ndogo","Sub location"
36711,118,"KEN","Kenya",1,"Central",1,"Kiambu",5,"Lari",19,"Gatamaiyu",99,"Kamburu","Kata Ndogo","Sub location"
36712,118,"KEN","Kenya",1,"Central",1,"Kiambu",5,"Lari",19,"Gatamaiyu",100,"Kamuchege","Kata Ndogo","Sub location"
36713,118,"KEN","Kenya",1,"Central",1,"Kiambu",5,"Lari",19,"Gatamaiyu",101,"Nyanduma","Kata Ndogo","Sub location"
36714,118,"KEN","Kenya",1,"Central",1,"Kiambu",5,"Lari",20,"Kijabe",102,"Bathi","Kata Ndogo","Sub location"
36715,118,"KEN","Kenya",1,"Central",1,"Kiambu",5,"Lari",20,"Kijabe",103,"Githoito","Kata Ndogo","Sub location"
36716,118,"KEN","Kenya",1,"Central",1,"Kiambu",5,"Lari",20,"Kijabe",104,"Kamae","Kata Ndogo","Sub location"
36717,118,"KEN","Kenya",1,"Central",1,"Kiambu",5,"Lari",20,"Kijabe",105,"Kijabe","Kata Ndogo","Sub location"
36718,118,"KEN","Kenya",1,"Central",1,"Kiambu",5,"Lari",20,"Kijabe",106,"Kinale","Kata Ndogo","Sub location"
36719,118,"KEN","Kenya",1,"Central",1,"Kiambu",5,"Lari",20,"Kijabe",107,"Magina","Kata Ndogo","Sub location"
36720,118,"KEN","Kenya",1,"Central",1,"Kiambu",5,"Lari",20,"Kijabe",108,"Mbau-ini","Kata Ndogo","Sub location"
36721,118,"KEN","Kenya",1,"Central",1,"Kiambu",5,"Lari",20,"Kijabe",109,"Ragia","Kata Ndogo","Sub location"
36722,118,"KEN","Kenya",1,"Central",1,"Kiambu",5,"Lari",21,"Lari",110,"Escarpment","Kata Ndogo","Sub location"
36723,118,"KEN","Kenya",1,"Central",1,"Kiambu",5,"Lari",21,"Lari",111,"Githirioni","Kata Ndogo","Sub location"
36724,118,"KEN","Kenya",1,"Central",1,"Kiambu",5,"Lari",21,"Lari",112,"Gitithia","Kata Ndogo","Sub location"
36725,118,"KEN","Kenya",1,"Central",1,"Kiambu",5,"Lari",21,"Lari",113,"Kambaa","Kata Ndogo","Sub location"
36726,118,"KEN","Kenya",1,"Central",1,"Kiambu",5,"Lari",21,"Lari",114,"Kirenga","Kata Ndogo","Sub location"
36727,118,"KEN","Kenya",1,"Central",1,"Kiambu",5,"Lari",21,"Lari",115,"Lari/Scheme","Kata Ndogo","Sub location"
36728,118,"KEN","Kenya",1,"Central",1,"Kiambu",5,"Lari",21,"Lari",116,"Uplands Forest","Kata Ndogo","Sub location"
36729,118,"KEN","Kenya",1,"Central",1,"Kiambu",6,"Limuru",22,"Limuru",117,"Bibirioni","Kata Ndogo","Sub location"
36730,118,"KEN","Kenya",1,"Central",1,"Kiambu",6,"Limuru",22,"Limuru",118,"Kamirithu","Kata Ndogo","Sub location"
36731,118,"KEN","Kenya",1,"Central",1,"Kiambu",6,"Limuru",22,"Limuru",119,"Limuru Township","Kata Ndogo","Sub location"
36732,118,"KEN","Kenya",1,"Central",1,"Kiambu",6,"Limuru",23,"Ndeiya",120,"Nderu","Kata Ndogo","Sub location"
36733,118,"KEN","Kenya",1,"Central",1,"Kiambu",6,"Limuru",23,"Ndeiya",121,"Ndioni","Kata Ndogo","Sub location"
36734,118,"KEN","Kenya",1,"Central",1,"Kiambu",6,"Limuru",23,"Ndeiya",122,"Thigio","Kata Ndogo","Sub location"
36735,118,"KEN","Kenya",1,"Central",1,"Kiambu",6,"Limuru",23,"Ndeiya",123,"Tiekunu","Kata Ndogo","Sub location"
36736,118,"KEN","Kenya",1,"Central",1,"Kiambu",6,"Limuru",24,"Ngecha",124,"Kabuku","Kata Ndogo","Sub location"
36737,118,"KEN","Kenya",1,"Central",1,"Kiambu",6,"Limuru",24,"Ngecha",125,"Ngecha","Kata Ndogo","Sub location"
36738,118,"KEN","Kenya",1,"Central",1,"Kiambu",6,"Limuru",24,"Ngecha",126,"Rironi","Kata Ndogo","Sub location"
36739,118,"KEN","Kenya",1,"Central",1,"Kiambu",6,"Limuru",25,"Tigoni",127,"Ithanji","Kata Ndogo","Sub location"
36740,118,"KEN","Kenya",1,"Central",1,"Kiambu",6,"Limuru",25,"Tigoni",128,"Karambaini","Kata Ndogo","Sub location"
36741,118,"KEN","Kenya",1,"Central",1,"Kiambu",7,"Thika",26,"Gatuanyaga",129,"Gatuanyaga","Kata Ndogo","Sub location"
36742,118,"KEN","Kenya",1,"Central",1,"Kiambu",7,"Thika",26,"Gatuanyaga",130,"Munyu","Kata Ndogo","Sub location"
36743,118,"KEN","Kenya",1,"Central",1,"Kiambu",7,"Thika",26,"Gatuanyaga",131,"Ngoliba","Kata Ndogo","Sub location"
36744,118,"KEN","Kenya",1,"Central",1,"Kiambu",7,"Thika",27,"Juja",132,"Kalimoni","Kata Ndogo","Sub location"
36745,118,"KEN","Kenya",1,"Central",1,"Kiambu",7,"Thika",27,"Juja",133,"Kiaora","Kata Ndogo","Sub location"
36746,118,"KEN","Kenya",1,"Central",1,"Kiambu",7,"Thika",27,"Juja",134,"Komo","Kata Ndogo","Sub location"
36747,118,"KEN","Kenya",1,"Central",1,"Kiambu",7,"Thika",28,"Ruiru",135,"Kiu","Kata Ndogo","Sub location"
36748,118,"KEN","Kenya",1,"Central",1,"Kiambu",7,"Thika",28,"Ruiru",136,"Mugutha","Kata Ndogo","Sub location"
36749,118,"KEN","Kenya",1,"Central",1,"Kiambu",7,"Thika",28,"Ruiru",137,"Ruiru","Kata Ndogo","Sub location"
36750,118,"KEN","Kenya",1,"Central",1,"Kiambu",7,"Thika",28,"Ruiru",138,"Theta","Kata Ndogo","Sub location"
36751,118,"KEN","Kenya",1,"Central",1,"Kiambu",7,"Thika",29,"Thika",139,"Biashara","Kata Ndogo","Sub location"
36752,118,"KEN","Kenya",1,"Central",1,"Kiambu",7,"Thika",29,"Thika",140,"Kariminu","Kata Ndogo","Sub location"
36753,118,"KEN","Kenya",1,"Central",1,"Kiambu",7,"Thika",29,"Thika",141,"Komu","Kata Ndogo","Sub location"
36754,118,"KEN","Kenya",1,"Central",1,"Kiambu",7,"Thika",29,"Thika",142,"Majengo","Kata Ndogo","Sub location"
36755,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",8,"Gichugu",30,"Baragwi",143,"Gatu","Kata Ndogo","Sub location"
36756,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",8,"Gichugu",30,"Baragwi",144,"Guama","Kata Ndogo","Sub location"
36757,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",8,"Gichugu",30,"Baragwi",145,"Kariru","Kata Ndogo","Sub location"
36758,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",8,"Gichugu",30,"Baragwi",146,"Kiaruri","Kata Ndogo","Sub location"
36759,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",8,"Gichugu",30,"Baragwi",147,"Raimu","Kata Ndogo","Sub location"
36760,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",8,"Gichugu",30,"Baragwi",148,"Ruambiti","Kata Ndogo","Sub location"
36761,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",8,"Gichugu",30,"Baragwi",149,"Thimu","Kata Ndogo","Sub location"
36762,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",8,"Gichugu",30,"Baragwi",150,"Thumaita","Kata Ndogo","Sub location"
36763,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",8,"Gichugu",31,"Kabare",151,"Gachigi","Kata Ndogo","Sub location"
36764,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",8,"Gichugu",31,"Kabare",152,"Kiritini","Kata Ndogo","Sub location"
36765,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",8,"Gichugu",31,"Kabare",153,"Mikarara","Kata Ndogo","Sub location"
36766,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",8,"Gichugu",31,"Kabare",154,"Mutige","Kata Ndogo","Sub location"
36767,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",8,"Gichugu",31,"Kabare",155,"Ngiroche","Kata Ndogo","Sub location"
36768,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",8,"Gichugu",31,"Kabare",156,"Njuku","Kata Ndogo","Sub location"
36769,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",8,"Gichugu",31,"Kabare",157,"Rukenya","Kata Ndogo","Sub location"
36770,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",8,"Gichugu",32,"Ngariama",158,"Kabari","Kata Ndogo","Sub location"
36771,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",8,"Gichugu",32,"Ngariama",159,"Nyangeni","Kata Ndogo","Sub location"
36772,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",8,"Gichugu",32,"Ngariama",160,"Rung'eto","Kata Ndogo","Sub location"
36773,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",8,"Gichugu",32,"Ngariama",161,"Thirikwa","Kata Ndogo","Sub location"
36774,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",8,"Gichugu",33,"NJUKI-INI",162,"Kanjuu","Kata Ndogo","Sub location"
36775,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",8,"Gichugu",33,"NJUKI-INI",163,"Mirichi","Kata Ndogo","Sub location"
36776,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",8,"Gichugu",33,"NJUKI-INI",164,"Ngerwe","Kata Ndogo","Sub location"
36777,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",8,"Gichugu",33,"NJUKI-INI",165,"Ngiriambu","Kata Ndogo","Sub location"
36778,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",9,"Mt. Kenya",34,"Mt. Kenya",166,"Mt. Kenya","Kata Ndogo","Sub location"
36779,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",10,"Mwea",35,"Murinduko",167,"Kamunyange","Kata Ndogo","Sub location"
36780,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",10,"Mwea",35,"Murinduko",168,"Miuu","Kata Ndogo","Sub location"
36781,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",10,"Mwea",35,"Murinduko",169,"Mugambaciura","Kata Ndogo","Sub location"
36782,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",10,"Mwea",35,"Murinduko",170,"Riagicheru","Kata Ndogo","Sub location"
36783,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",10,"Mwea",36,"Mutithi",171,"Kabiriri","Kata Ndogo","Sub location"
36784,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",10,"Mwea",36,"Mutithi",172,"Kathiga","Kata Ndogo","Sub location"
36785,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",10,"Mwea",36,"Mutithi",173,"Kiandegwa","Kata Ndogo","Sub location"
36786,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",10,"Mwea",36,"Mutithi",174,"Kinyaga","Kata Ndogo","Sub location"
36787,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",10,"Mwea",36,"Mutithi",175,"Kombuini","Kata Ndogo","Sub location"
36788,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",10,"Mwea",36,"Mutithi",176,"Mathigaini","Kata Ndogo","Sub location"
36789,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",10,"Mwea",36,"Mutithi",177,"Rukanga","Kata Ndogo","Sub location"
36790,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",10,"Mwea",37,"Nyangati",178,"Kirimara","Kata Ndogo","Sub location"
36791,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",10,"Mwea",37,"Nyangati",179,"Mathangauta","Kata Ndogo","Sub location"
36792,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",10,"Mwea",37,"Nyangati",180,"Ndomba","Kata Ndogo","Sub location"
36793,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",10,"Mwea",37,"Nyangati",181,"Nyangati","Kata Ndogo","Sub location"
36794,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",10,"Mwea",38,"Tebere",182,"Gathigiriri","Kata Ndogo","Sub location"
36795,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",10,"Mwea",38,"Tebere",183,"Kiarukungu","Kata Ndogo","Sub location"
36796,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",10,"Mwea",38,"Tebere",184,"Mahigaini","Kata Ndogo","Sub location"
36797,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",10,"Mwea",39,"Thiba",185,"Nguka","Kata Ndogo","Sub location"
36798,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",10,"Mwea",39,"Thiba",186,"Thiba","Kata Ndogo","Sub location"
36799,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",10,"Mwea",39,"Thiba",187,"Wamumu","Kata Ndogo","Sub location"
36800,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",11,"Ndia",40,"Inoi North",188,"Kariko","Kata Ndogo","Sub location"
36801,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",11,"Ndia",40,"Inoi North",189,"Kimandi","Kata Ndogo","Sub location"
36802,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",11,"Ndia",40,"Inoi North",190,"Thaita","Kata Ndogo","Sub location"
36803,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",11,"Ndia",41,"Inoi South",191,"Kaguyu","Kata Ndogo","Sub location"
36804,118,"KEN","Kenya",1,"Central",2,"Kirinyaga",11,"Ndia",41,"Inoi South",192,"Kaitheri","Kata Ndogo","Sub location"
