"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
118,118,"KEN","Kenya","KENYA","Kenya","Kenya","","British East Africa","","Kenya ","Kenia ","<U+041A><U+0435><U+043D><U+0438><U+044F>","<U+0643><U+064A><U+0646><U+064A><U+0627>","<U+80AF><U+5C3C><U+4E9A> ","","","Kenya","KE",NA,"KE",404,"19050401","Present",NA
