"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","NL_NAME_3","VARNAME_3","TYPE_3","ENGTYPE_3"
43198,118,"KEN","Kenya",7,"Rift Valley",42,"Turkana",230,"Lokori","","","Tarafa|Taarafa","Division"
43199,118,"KEN","Kenya",7,"Rift Valley",42,"Turkana",231,"Turkwel","","","Tarafa|Taarafa","Division"
43200,118,"KEN","Kenya",7,"Rift Valley",43,"Uasin Gishu",232,"Ainabkoi","","","Tarafa|Taarafa","Division"
43201,118,"KEN","Kenya",7,"Rift Valley",43,"Uasin Gishu",233,"Kesses","","","Tarafa|Taarafa","Division"
43202,118,"KEN","Kenya",7,"Rift Valley",43,"Uasin Gishu",234,"Moiben","","","Tarafa|Taarafa","Division"
43203,118,"KEN","Kenya",7,"Rift Valley",43,"Uasin Gishu",235,"Soy","","","Tarafa|Taarafa","Division"
43204,118,"KEN","Kenya",7,"Rift Valley",44,"West Pokot",236,"Alale","","","Tarafa|Taarafa","Division"
43205,118,"KEN","Kenya",7,"Rift Valley",44,"West Pokot",237,"Chepareria","","","Tarafa|Taarafa","Division"
43206,118,"KEN","Kenya",7,"Rift Valley",44,"West Pokot",238,"Kacheliba","","","Tarafa|Taarafa","Division"
43207,118,"KEN","Kenya",7,"Rift Valley",44,"West Pokot",239,"Kapenguria","","","Tarafa|Taarafa","Division"
43208,118,"KEN","Kenya",7,"Rift Valley",44,"West Pokot",240,"Sigor","","","Tarafa|Taarafa","Division"
43209,118,"KEN","Kenya",8,"Western",45,"Bungoma",241,"Cheptaisi","","","Tarafa|Taarafa","Division"
43210,118,"KEN","Kenya",8,"Western",45,"Bungoma",242,"Kanduyi","","","Tarafa|Taarafa","Division"
43211,118,"KEN","Kenya",8,"Western",45,"Bungoma",243,"Kapsokwony","","","Tarafa|Taarafa","Division"
43212,118,"KEN","Kenya",8,"Western",45,"Bungoma",244,"Kimilili","","","Tarafa|Taarafa","Division"
43213,118,"KEN","Kenya",8,"Western",45,"Bungoma",245,"Mt. Elgon Forest","","","Tarafa|Taarafa","Division"
43214,118,"KEN","Kenya",8,"Western",45,"Bungoma",246,"Sirisia","","","Tarafa|Taarafa","Division"
43215,118,"KEN","Kenya",8,"Western",45,"Bungoma",247,"Tongareni","","","Tarafa|Taarafa","Division"
43216,118,"KEN","Kenya",8,"Western",45,"Bungoma",248,"Webuye","","","Tarafa|Taarafa","Division"
43217,118,"KEN","Kenya",8,"Western",46,"Busia",249,"Amagoro","","","Tarafa|Taarafa","Division"
43218,118,"KEN","Kenya",8,"Western",46,"Busia",250,"Amukura","","","Tarafa|Taarafa","Division"
43219,118,"KEN","Kenya",8,"Western",46,"Busia",251,"Budalangi","","","Tarafa|Taarafa","Division"
43220,118,"KEN","Kenya",8,"Western",46,"Busia",252,"Butula","","","Tarafa|Taarafa","Division"
43221,118,"KEN","Kenya",8,"Western",46,"Busia",253,"Funyula","","","Tarafa|Taarafa","Division"
43222,118,"KEN","Kenya",8,"Western",46,"Busia",254,"Nambale","","","Tarafa|Taarafa","Division"
43223,118,"KEN","Kenya",8,"Western",47,"Kakamega",255,"Butere","","","Tarafa|Taarafa","Division"
43224,118,"KEN","Kenya",8,"Western",47,"Kakamega",256,"Ikolomani","","","Tarafa|Taarafa","Division"
43225,118,"KEN","Kenya",8,"Western",47,"Kakamega",257,"Khwisero","","","Tarafa|Taarafa","Division"
43226,118,"KEN","Kenya",8,"Western",47,"Kakamega",258,"Lugari","","","Tarafa|Taarafa","Division"
43227,118,"KEN","Kenya",8,"Western",47,"Kakamega",259,"Lurambi","","","Tarafa|Taarafa","Division"
43228,118,"KEN","Kenya",8,"Western",47,"Kakamega",260,"Malava/Kabras","","","Tarafa|Taarafa","Division"
43229,118,"KEN","Kenya",8,"Western",47,"Kakamega",261,"Osupuko","","","Tarafa|Taarafa","Division"
43230,118,"KEN","Kenya",8,"Western",47,"Kakamega",262,"Shinyalu","","","Tarafa|Taarafa","Division"
43231,118,"KEN","Kenya",8,"Western",48,"Vihiga",263,"Emuhaya","","","Tarafa|Taarafa","Division"
43232,118,"KEN","Kenya",8,"Western",48,"Vihiga",264,"Hamisi","","","Tarafa|Taarafa","Division"
43233,118,"KEN","Kenya",8,"Western",48,"Vihiga",265,"Sabatia","","","Tarafa|Taarafa","Division"
43234,118,"KEN","Kenya",8,"Western",48,"Vihiga",266,"Vihiga","","","Tarafa|Taarafa","Division"
