"PID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","EUmember"
62,62,"COD","Democratic Republic of the Congo","CONGO, THE DEMOCRATIC REPUBLIC OF THE","Congo, Dem Republic of","République Démocratique du Congo|Zaire","","Zaire|Congo, The Democratic Republic of the|Democratic Republic of the Congo|Congo (Kinshasa)|Belgian Congo|Congo Free State|Congo-Léopoldville|Kongo Free State","","Congo, La République Démocratique du|Zaïre","República Democrática del Congo ","<U+0414><U+0435><U+043C><U+043E><U+043A><U+0440><U+0430><U+0442><U+0438><U+0447><U+0435><U+0441><U+043A><U+0430><U+044F> <U+0420><U+0435><U+0441><U+043F><U+0443><U+0431><U+043B><U+0438><U+043A><U+0430> <U+041A><U+043E><U+043D><U+0433><U+043E>","<U+062C><U+0645><U+0647><U+0648><U+0631><U+064A><U+0629> <U+0627><U+0644><U+0643><U+0648><U+0646><U+063A><U+0648> <U+0627><U+0644><U+062F><U+064A><U+0645><U+0642><U+0631><U+0627><U+0637><U+064A><U+0629>","<U+521A><U+679C><U+5171><U+548C><U+56FD> ","","","The Democratic Republic of the Congo","CD",NA,"CG",180,"1908","Present",NA
